utt_num,num,text,pronounce,monophone
BASIC5000_0461,0461,看護婦は、患者の快適さに配慮しなくてはいけない。,かんごふわ、かんじゃのかいてきさにはいりょしなくてわいけない,k a N g o f u w a sp k a N j a n o k a i t e k i s a n i h a i ry o sh i n a k u t e w a i k e n a i
BASIC5000_0462,0462,本は、いくら読んでも読みすぎる事はない。,ほんわ、いくらよんでもよみすぎることわない,h o N w a sp i k u r a y o N d e m o y o m i s u g i r u k o t o w a n a i
BASIC5000_0463,0463,無鉛レギュラーを、満タンにしてください。,むえんれぎゅらーを、まんたんにしてください,m u e N r e gy u r a: o sp m a N t a N n i sh i t e k u d a s a i
BASIC5000_0464,0464,コズビの議論は、ヘッテ写本の信頼性に関するものである。,こずびのぎろんわ、へってしゃほんのしんらいせーにかんするものである,k o z u b i n o g i r o N w a sp h e q t e sh a h o N n o sh i N r a i s e: n i k a N s u r u m o n o d e a r u
BASIC5000_0465,0465,主任整備員は、テニスコートの敷地の、ちょうど中央に、小さな家を持っている。,しゅにんせーびいんわ、てにすこーとのしきちの、ちょーどちゅーおーに、ちーさないえをもっている,sh u n i N s e: b i i N w a sp t e n i s u k o: t o n o sh i k i ch i n o sp ch o: d o ch u: o: n i sp ch i: s a n a i e o m o q t e i r u
BASIC5000_0466,0466,夫の、会社人間からの脱却を始め、新しい夫婦関係を再構築し、ゆとりある家庭生活を形成することが、理想であろう。,おっとの、かいしゃにんげんからのだっきゃくをはじめ、あたらしーふーふかんけーをさいこーちくし、ゆとりあるかてーせーかつをけーせーすることが、りそーであろー,o q t o n o sp k a i sh a n i N g e N k a r a n o d a q ky a k u o h a j i m e sp a t a r a sh i: f u: f u k a N k e: o s a i k o: ch i k u sh i sp y u t o r i a r u k a t e: s e: k a ts u o k e: s e: s u r u k o t o g a sp r i s o: d e a r o:
BASIC5000_0467,0467,夫は、自分の計画を変えて、妻の計画に合わせた。,おっとわ、じぶんのけーかくをかえて、つまのけーかくにあわせた,o q t o w a sp j i b u N n o k e: k a k u o k a e t e sp ts u m a n o k e: k a k u n i a w a s e t a
BASIC5000_0468,0468,夫との間に、波風が立つのが恐くて、愛人の存在は知らない振りをしています。,おっととのあいだに、なみかぜがたつのがこわくて、あいじんのそんざいわしらないふりをしています,o q t o t o n o a i d a n i sp n a m i k a z e g a t a ts u n o g a k o w a k u t e sp a i j i N n o s o N z a i w a sh i r a n a i f u r i o sh i t e i m a s u
BASIC5000_0469,0469,夫に死なれたとき、私は元気を失うまいとするのに、大変苦労しました。,おっとにしなれたとき、わたしわげんきをうしなうまいとするのに、たいへんくろーしました,o q t o n i sh i n a r e t a t o k i sp w a t a sh i w a g e N k i o u sh i n a u m a i t o s u r u n o n i sp t a i h e N k u r o: sh i m a sh i t a
BASIC5000_0470,0470,購買部にとって、重要な人材になられると思います。,こーばいぶにとって、じゅーよーなじんざいになられるとおもいます,k o: b a i b u n i t o q t e sp j u: y o: n a j i N z a i n i n a r a r e r u t o o m o i m a s u
BASIC5000_0471,0471,無鉄砲で、子供の時から、損ばかりしている。,むてっぽーで、こどものときから、そんばかりしている,m u t e q p o: d e sp k o d o m o n o t o k i k a r a sp s o N b a k a r i sh i t e i r u
BASIC5000_0472,0472,真っ直ぐ行きなさい、そうすれば、駅が見えます。,まっすぐいきなさい、そーすれば、えきがみえます,m a q s u g u i k i n a s a i sp s o: s u r e b a sp e k i g a m i e m a s u
BASIC5000_0473,0473,夫が死んだ時、彼女は自殺したい気分になった。,おっとがしんだとき、かのじょわじさつしたいきぶんになった,o q t o g a sh i N d a t o k i sp k a n o j o w a j i s a ts u sh i t a i k i b u N n i n a q t a
BASIC5000_0474,0474,真の幸福は、ほとんど何も望まないことにある。,しんのこーふくわ、ほとんどなにものぞまないことにある,sh i N n o k o: f u k u w a sp h o t o N d o n a n i m o n o z o m a n a i k o t o n i a r u
BASIC5000_0475,0475,夫からも、くれぐれもよろしくとのことです。,おっとからも、くれぐれもよろしくとのことです,o q t o k a r a m o sp k u r e g u r e m o y o r o sh i k u t o n o k o t o d e s u
BASIC5000_0476,0476,専務取締役にご就任されるとのこと、おめでとうございます。,せんむとりしまりやくにごしゅーにんされるとのこと、おめでとーございます,s e N m u t o r i sh i m a r i y a k u n i g o sh u: n i N s a r e r u t o n o k o t o sp o m e d e t o: g o z a i m a s u
BASIC5000_0477,0477,工業区と商業区が一体となった、総合的な開発区を目指しております。,こーぎょーくとしょーぎょーくがいったいとなった、そーごーてきなかいはつくをめざしております,k o: gy o: k u t o sh o: gy o: k u g a i q t a i t o n a q t a sp s o: g o: t e k i n a k a i h a ts u k u o m e z a sh i t e o r i m a s u
BASIC5000_0478,0478,ガチャンと言う音で、私達はびっくりした。,がちゃんとゆーおとで、わたしたちわびっくりした,g a ch a N t o y u: o t o d e sp w a t a sh i t a ch i w a b i q k u r i sh i t a
BASIC5000_0479,0479,アパートの支払いは、前もってする必要はない。,あぱーとのしはらいわ、まえもってするひつよーわない,a p a: t o n o sh i h a r a i w a sp m a e m o q t e s u r u h i ts u y o: w a n a i
BASIC5000_0480,0480,一難去ってまた一難、またまた難題が社長から、トップダウンで降りてきたよ。,いちなんさってまたいちなん、またまたなんだいがしゃちょーから、とっぷだうんでおりてきたよ,i ch i n a N s a q t e m a t a i ch i n a N sp m a t a m a t a n a N d a i g a sh a ch o: k a r a sp t o q p u d a u N d e o r i t e k i t a y o
BASIC5000_0481,0481,アヒル達は、池のあちこちを泳いでいた。,あひるたちわ、いけのあちこちをおよいでいた,a h i r u t a ch i w a sp i k e n o a ch i k o ch i o o y o i d e i t a
BASIC5000_0482,0482,アフリカの飢えに苦しむ子供たちの事を思うと、胸がいたむ。,あふりかのうえにくるしむこどもたちのことをおもうと、むねがいたむ,a f u r i k a n o u e n i k u r u sh i m u k o d o m o t a ch i n o k o t o o o m o u t o sp m u n e g a i t a m u
BASIC5000_0483,0483,アブラハム・リンカーンの父の職業は、大工だった。,あぶらはむ、りんかーんのちちのしょくぎょーわ、だいくだった,a b u r a h a m u sp r i N k a: N n o ch i ch i n o sh o k u gy o: w a sp d a i k u d a q t a
BASIC5000_0484,0484,アポロ１１号が月面着陸に成功したというニュースが入った。,あぽろじゅーいちごーがげつめんちゃくりくにせーこーしたとゆーにゅーすがはいった,a p o r o j u: i ch i g o: g a g e ts u m e N ch a k u r i k u n i s e: k o: sh i t a t o y u: ny u: s u g a h a i q t a
BASIC5000_0485,0485,ナザレから、何かよいものが出るだろう。,なざれから、なにかよいものがでるだろー,n a z a r e k a r a sp n a n i k a y o i m o n o g a d e r u d a r o:
BASIC5000_0486,0486,アマゾン川は、延々と、北ブラジルを流れている。,あまぞんがわわ、えんえんと、きたぶらじるをながれている,a m a z o N g a w a w a sp e N e N t o sp k i t a b u r a j i r u o n a g a r e t e i r u
BASIC5000_0487,0487,アダムは岩登りをしている時に、落下してあしを折りました。,あだむわいわのぼりをしているときに、らっかしてあしをおりました,a d a m u w a i w a n o b o r i o sh i t e i r u t o k i n i sp r a q k a sh i t e a sh i o o r i m a sh i t a
BASIC5000_0488,0488,アッシュさんは、ついタバコを吸わずに、いられないみたいですね。,あっしゅさんわ、ついたばこをすわずに、いられないみたいですね,a q sh u s a N w a sp ts u i t a b a k o o s u w a z u n i sp i r a r e n a i m i t a i d e s u n e
BASIC5000_0489,0489,易しく書かれているので、その本は初心者向きだ。,やさしくかかれているので、そのほんわしょしんしゃむきだ,y a s a sh i k u k a k a r e t e i r u n o d e sp s o n o h o N w a sh o sh i N sh a m u k i d a
BASIC5000_0490,0490,アテネへ向かう一艘の貨物船が、何の痕跡も残さずに、地中海で沈没した。,あてねえむかういっそーのかもつせんが、なんのこんせきものこさずに、ちちゅーかいでちんぼつした,a t e n e e m u k a u i q s o: n o k a m o ts u s e N g a sp n a N n o k o N s e k i m o n o k o s a z u n i sp ch i ch u: k a i d e ch i N b o ts u sh i t a
BASIC5000_0491,0491,アドルフォは、新しい学校が気に入っていますが、前の学校の友人のことを、たいへん懐かしく思っています。,あどるふぉわ、あたらしーがっこーがきにいっていますが、まえのがっこーのゆーじんのことを、たいへんなつかしくおもっています,a d o r u f o w a sp a t a r a sh i: g a q k o: g a k i n i i q t e i m a s u g a sp m a e n o g a q k o: n o y u: j i N n o k o t o o sp t a i h e N n a ts u k a sh i k u o m o q t e i m a s u
BASIC5000_0492,0492,アトランタ訪問の際には、お時間をさいていただき、ありがとうございました。,あとらんたほーもんのさいにわ、おじかんをさいていただき、ありがとーございました,a t o r a N t a h o: m o N n o s a i n i w a sp o j i k a N o s a i t e i t a d a k i sp a r i g a t o: g o z a i m a sh i t a
BASIC5000_0493,0493,アニーは、不安な気持ちで食事をしたものだ。,あにーわ、ふあんなきもちでしょくじをしたものだ,a n i: w a sp f u a N n a k i m o ch i d e sh o k u j i o sh i t a m o n o d a
BASIC5000_0494,0494,アナは、親が知らないうちに、結婚した。,あなわ、おやがしらないうちに、けっこんした,a n a w a sp o y a g a sh i r a n a i u ch i n i sp k e q k o N sh i t a
BASIC5000_0495,0495,ナイジェリアは、かつて、イギリスの植民地であった。,ないじぇりあわ、かつて、いぎりすのしょくみんちであった,n a i j e r i a w a sp k a ts u t e sp i g i r i s u n o sh o k u m i N ch i d e a q t a
BASIC5000_0496,0496,アンがピアノをひいているはずがない。,あんがぴあのをひーているはずがない,a N g a p i a n o o h i: t e i r u h a z u g a n a i
BASIC5000_0497,0497,ってゆーか、こうやってぐじぐじ考えるのが、情けないんじゃないのか。,ってゆーか、こーやってぐじぐじかんがえるのが、なさけないんじゃないのか,q t e y u: k a sp k o: y a q t e g u j i g u j i k a N g a e r u n o g a sp n a s a k e n a i N j a n a i n o k a
BASIC5000_0498,0498,アーケード天井に、たくさんの張りぼてが飾られてた。,あーけーどてんじょーに、たくさんのはりぼてがかざられてた,a: k e: d o t e N j o: n i sp t a k u s a N n o h a r i b o t e g a k a z a r a r e t e t a
BASIC5000_0499,0499,アメリカンフットボールに、夢中なんだ。,あめりかんふっとぼーるに、むちゅーなんだ,a m e r i k a N f u q t o b o: r u n i sp m u ch u: n a N d a
BASIC5000_0500,0500,５人に１人が、車を持つような日も、遠くあるまい。,ごにんにひとりが、くるまをもつよーなひも、とーくあるまい,g o n i N n i h i t o r i g a sp k u r u m a o m o ts u y o: n a h i m o sp t o: k u a r u m a i
BASIC5000_0501,0501,アヤが完璧なドイツ語を話すのは、少しも不思議でない。,あやがかんぺきなどいつごをはなすのわ、すこしもふしぎでない,a y a g a k a N p e k i n a d o i ts u g o o h a n a s u n o w a sp s u k o sh i m o f u sh i g i d e n a i
BASIC5000_0502,0502,アラン君は、運良く税理士試験に合格しました。,あらんくんわ、うんよくぜーりししけんにごーかくしました,a r a N k u N w a sp u N y o k u z e: r i sh i sh i k e N n i g o: k a k u sh i m a sh i t a
BASIC5000_0503,0503,協定が結ばれる可能性は、極めて少ない。,きょーてーがむすばれるかのーせーわ、きわめてすくない,ky o: t e: g a m u s u b a r e r u k a n o: s e: w a sp k i w a m e t e s u k u n a i
BASIC5000_0504,0504,アルコール分の入っていない飲み物はありますか。,あるこーるぶんのはいっていないのみものわありますか,a r u k o: r u b u N n o h a i q t e i n a i n o m i m o n o w a a r i m a s u k a
BASIC5000_0505,0505,アリスは、何か心のしこりが溶けるのを感じた。,ありすわ、なにかこころのしこりがとけるのをかんじた,a r i s u w a sp n a n i k a k o k o r o n o sh i k o r i g a t o k e r u n o o k a N j i t a
BASIC5000_0506,0506,起こしてくれる必要はなかったのに。,おこしてくれるひつよーわなかったのに,o k o sh i t e k u r e r u h i ts u y o: w a n a k a q t a n o n i
BASIC5000_0507,0507,オオカミは、獲物が豊富な地域に住んでいる。,おーかみわ、えものがほーふなちいきにすんでいる,o: k a m i w a sp e m o n o g a h o: f u n a ch i i k i n i s u N d e i r u
BASIC5000_0508,0508,お腹が空いていたばかりでなく、私達は、喉の渇きにも苦しんでいた。,おなかがすいていたばかりでなく、わたしたちわ、のどのかわきにもくるしんでいた,o n a k a g a s u i t e i t a b a k a r i d e n a k u sp w a t a sh i t a ch i w a sp n o d o n o k a w a k i n i m o k u r u sh i N d e i t a
BASIC5000_0509,0509,悪漢は、金銭登録機のお金を要求した。,あっかんわ、きんせんとーろくきのおかねをよーきゅーした,a q k a N w a sp k i N s e N t o: r o k u k i n o o k a n e o y o: ky u: sh i t a
BASIC5000_0510,0510,オウムは、人の声をまねることができる。,おーむわ、ひとのこえをまねることができる,o: m u w a sp h i t o n o k o e o m a n e r u k o t o g a d e k i r u
BASIC5000_0511,0511,オイデイプスは、なぞなぞに正確に答えたのだ。,おいでいぷすわ、なぞなぞにせーかくにこたえたのだ,o i d e i p u s u w a sp n a z o n a z o n i s e: k a k u n i k o t a e t a n o d a
BASIC5000_0512,0512,土曜日の午後、釣りに行きませんか。,どよーびのごご、つりにいきませんか,d o y o: b i n o g o g o sp ts u r i n i i k i m a s e N k a
BASIC5000_0513,0513,四季の中で私が一番好きなのは、秋だ。,しきのなかでわたしがいちばんすきなのわ、あきだ,sh i k i n o n a k a d e w a t a sh i g a i ch i b a N s u k i n a n o w a sp a k i d a
BASIC5000_0514,0514,オゾン層の破壊は、環境に影響を及ぼす。,おぞんそーのはかいわ、かんきょーにえーきょーをおよぼす,o z o N s o: n o h a k a i w a sp k a N ky o: n i e: ky o: o o y o b o s u
BASIC5000_0515,0515,オタオタしてないで、はやくその問題を解決しなさい。,おたおたしてないで、はやくそのもんだいをかいけつしなさい,o t a o t a sh i t e n a i d e sp h a y a k u s o n o m o N d a i o k a i k e ts u sh i n a s a i
BASIC5000_0516,0516,勉強をしている間は、彼に話しかけてはいけない。,べんきょーをしているあいだわ、かれにはなしかけてわいけない,b e N ky o: o sh i t e i r u a i d a w a sp k a r e n i h a n a sh i k a k e t e w a i k e n a i
BASIC5000_0517,0517,一見つまらない出来事も、やがてたいへんな結果になることがある。,いっけんつまらないできごとも、やがてたいへんなけっかになることがある,i q k e N ts u m a r a n a i d e k i g o t o m o sp y a g a t e t a i h e N n a k e q k a n i n a r u k o t o g a a r u
BASIC5000_0518,0518,長所が多いのに、彼女は自慢したがらなかった。,ちょーしょがおーいのに、かのじょわじまんしたがらなかった,ch o: sh o g a o: i n o n i sp k a n o j o w a j i m a N sh i t a g a r a n a k a q t a
BASIC5000_0519,0519,函館山に登ると、すばらしい函館の夜景が見られる。,はこだてさんにのぼると、すばらしーはこだてのやけーがみられる,h a k o d a t e s a N n i n o b o r u t o sp s u b a r a sh i: h a k o d a t e n o y a k e: g a m i r a r e r u
BASIC5000_0520,0520,ガブリエルは、熱いスープとシェリー酒を少し飲んだだけだった。,がぶりえるわ、あついすーぷとしぇりーしゅをすこしのんだだけだった,g a b u r i e r u w a sp a ts u i s u: p u t o sh e r i: sh u o s u k o sh i n o N d a d a k e d a q t a
BASIC5000_0521,0521,教会に着くまで、まっすぐ行きなさい。,きょーかいにつくまで、まっすぐいきなさい,ky o: k a i n i ts u k u m a d e sp m a q s u g u i k i n a s a i
BASIC5000_0522,0522,沢田さんを呼び出していただけますか。,さわださんをよびだしていただけますか,s a w a d a s a N o y o b i d a sh i t e i t a d a k e m a s u k a
BASIC5000_0523,0523,一夜づけの試験勉強で、徹夜しなければいけないだろう。,いちやずけのしけんべんきょーで、てつやしなければいけないだろー,i ch i y a z u k e n o sh i k e N b e N ky o: d e sp t e ts u y a sh i n a k e r e b a i k e n a i d a r o:
BASIC5000_0524,0524,当森林内で、ごみを捨てないで下さい。,とーしんりんないで、ごみをすてないでください,t o: sh i N r i N n a i d e sp g o m i o s u t e n a i d e k u d a s a i
BASIC5000_0525,0525,しつこいせきが出て、なかなか治りません。,しつこいせきがでて、なかなかなおりません,sh i ts u k o i s e k i g a d e t e sp n a k a n a k a n a o r i m a s e N
BASIC5000_0526,0526,しっかりとした目標を持っていれば、うまくいくでしょう。,しっかりとしたもくひょーをもっていれば、うまくいくでしょー,sh i q k a r i t o sh i t a m o k u hy o: o m o q t e i r e b a sp u m a k u i k u d e sh o:
BASIC5000_0527,0527,ご友人は、私にはたいそう尊いものです。,ごゆーじんわ、わたしにわたいそーとーといものです,g o y u: j i N w a sp w a t a sh i n i w a t a i s o: t o: t o i m o n o d e s u
BASIC5000_0528,0528,しなくてはならない宿題が、たくさんある。,しなくてわならないしゅくだいが、たくさんある,sh i n a k u t e w a n a r a n a i sh u k u d a i g a sp t a k u s a N a r u
BASIC5000_0529,0529,港へはどう行ったらいいのか教えてください。,みなとえわどーいったらいーのかおしえてください,m i n a t o e w a d o: i q t a r a i: n o k a o sh i e t e k u d a s a i
BASIC5000_0530,0530,上着と帽子を、向こうのラックにかけなさい。,うわぎとぼーしを、むこーのらっくにかけなさい,u w a g i t o b o: sh i o sp m u k o: n o r a q k u n i k a k e n a s a i
BASIC5000_0531,0531,しびれを切らして、借金の催促をした。,しびれをきらして、しゃっきんのさいそくをした,sh i b i r e o k i r a sh i t e sp sh a q k i N n o s a i s o k u o sh i t a
BASIC5000_0532,0532,しばらく不況だった、日本経済の回復が、ようやく始まった。,しばらくふきょーだった、にっぽんけーざいのかいふくが、よーやくはじまった,sh i b a r a k u f u ky o: d a q t a sp n i q p o N k e: z a i n o k a i f u k u g a sp y o: y a k u h a j i m a q t a
BASIC5000_0533,0533,しみをこすり落とすことができなかった。,しみをこすりおとすことができなかった,sh i m i o k o s u r i o t o s u k o t o g a d e k i n a k a q t a
BASIC5000_0534,0534,成功してもしなくても、ベストを尽くす。,せーこーしてもしなくても、べすとをつくす,s e: k o: sh i t e m o sh i n a k u t e m o sp b e s u t o o ts u k u s u
BASIC5000_0535,0535,勇気を失わないで、どんどん書きつづけなさい。,ゆーきをうしなわないで、どんどんかきつずけなさい,y u: k i o u sh i n a w a n a i d e sp d o N d o N k a k i ts u z u k e n a s a i
BASIC5000_0536,0536,大雨のために、すべて電車が止まって、タクシーに乗らねばなりませんでした。,おーあめのために、すべてでんしゃがとまって、たくしーにのらねばなりませんでした,o: a m e n o t a m e n i sp s u b e t e d e N sh a g a t o m a q t e sp t a k u sh i: n i n o r a n e b a n a r i m a s e N d e sh i t a
BASIC5000_0537,0537,１枚の落ち葉が、水面に浮かんでいた。,いちまいのおちばが、すいめんにうかんでいた,i ch i m a i n o o ch i b a g a sp s u i m e N n i u k a N d e i t a
BASIC5000_0538,0538,しかし今日では、計算機は学校の試験では自由に使うことが出来るし、数学の試験の時に聞こえる音といえば、子供たちが計算機を叩く音しかしない、という学校も多い。,しかしこんにちでわ、けーさんきわがっこーのしけんでわじゆーにつかうことができるし、すーがくのしけんのときにきこえるおとといえば、こどもたちがけーさんきをたたくおとしかしない、とゆーがっこーもおーい,sh i k a sh i k o N n i ch i d e w a sp k e: s a N k i w a g a q k o: n o sh i k e N d e w a j i y u: n i ts u k a u k o t o g a d e k i r u sh i sp s u: g a k u n o sh i k e N n o t o k i n i k i k o e r u o t o t o i e b a sp k o d o m o t a ch i g a k e: s a N k i o t a t a k u o t o sh i k a sh i n a i sp t o y u: g a q k o: m o o: i
BASIC5000_0539,0539,大雪のため、彼らは出発できなかった。,おーゆきのため、かれらわしゅっぱつできなかった,o: y u k i n o t a m e sp k a r e r a w a sh u q p a ts u d e k i n a k a q t a
BASIC5000_0540,0540,ハレー彗星は、２０６１年に戻ってくる。,はれーすいせーわ、にせんろくじゅーいちねんにもどってくる,h a r e: s u i s e: w a sp n i s e N r o k u j u: i ch i n e N n i m o d o q t e k u r u
BASIC5000_0541,0541,しげみちゃんを保育園に迎えに行ってもらえる。,しげみちゃんをほいくえんにむかえにいってもらえる,sh i g e m i ch a N o h o i k u e N n i m u k a e n i i q t e m o r a e r u
BASIC5000_0542,0542,退屈するどころか、とても楽しかった。,たいくつするどころか、とてもたのしかった,t a i k u ts u s u r u d o k o r o k a sp t o t e m o t a n o sh i k a q t a
BASIC5000_0543,0543,したいことの出来る自由がもっとあり、制限のあまりない社会生活を楽しむことが出来る。,したいことのできるじゆーがもっとあり、せーげんのあまりないしゃかいせーかつをたのしむことができる,sh i t a i k o t o n o d e k i r u j i y u: g a m o q t o a r i sp s e: g e N n o a m a r i n a i sh a k a i s e: k a ts u o t a n o sh i m u k o t o g a d e k i r u
BASIC5000_0544,0544,うがい薬でたびたびうがいをしてください。,うがいぐすりでたびたびうがいをしてください,u g a i g u s u r i d e t a b i t a b i u g a i o sh i t e k u d a s a i
BASIC5000_0545,0545,がばっと気合を入れて、身を起こした。,がばっときあいをいれて、みをおこした,g a b a q t o k i a i o i r e t e sp m i o o k o sh i t a
BASIC5000_0546,0546,がまんするのが難しいのは、彼の度を超した丁重さである。,がまんするのがむずかしーのわ、かれのどをこしたてーちょーさである,g a m a N s u r u n o g a m u z u k a sh i: n o w a sp k a r e n o d o o k o sh i t a t e: ch o: s a d e a r u
BASIC5000_0547,0547,独裁者は、その事態に対処しようとしたが、無駄だった。,どくさいしゃわ、そのじたいにたいしょしよーとしたが、むだだった,d o k u s a i sh a w a sp s o n o j i t a i n i t a i sh o sh i y o: t o sh i t a g a sp m u d a d a q t a
BASIC5000_0548,0548,がっかりしたことには、彼はすでに出発してしまっていた。,がっかりしたことにわ、かれわすでにしゅっぱつしてしまっていた,g a q k a r i sh i t a k o t o n i w a sp k a r e w a s u d e n i sh u q p a ts u sh i t e sh i m a q t e i t a
BASIC5000_0549,0549,せめて病気のときぐらいは、お酒をのまないぐらいの分別を持つべきだ。,せめてびょーきのときぐらいわ、おさけをのまないぐらいのふんべつをもつべきだ,s e m e t e by o: k i n o t o k i g u r a i w a sp o s a k e o n o m a n a i g u r a i n o f u N b e ts u o m o ts u b e k i d a
BASIC5000_0550,0550,佐渡さんは、魅力的な個性の持ち主なのに、その価値が分からず、自分を好まない。,さどさんわ、みりょくてきなこせーのもちぬしなのに、そのかちがわからず、じぶんをこのまない,s a d o s a N w a sp m i ry o k u t e k i n a k o s e: n o m o ch i n u sh i n a n o n i sp s o n o k a ch i g a w a k a r a z u sp j i b u N o k o n o m a n a i
BASIC5000_0551,0551,答えられないことが分かっている生徒に、質問をしてはいけない。,こたえられないことがわかっているせーとに、しつもんをしてわいけない,k o t a e r a r e n a i k o t o g a w a k a q t e i r u s e: t o n i sp sh i ts u m o N o sh i t e w a i k e n a i
BASIC5000_0552,0552,新提案が承認されることはなさそうだ。,しんてーあんがしょーにんされることわなさそーだ,sh i N t e: a N g a sh o: n i N s a r e r u k o t o w a n a s a s o: d a
BASIC5000_0553,0553,がいしゅつするよりかは、むしろ家にいたい。,がいしゅつするよりかわ、むしろいえにいたい,g a i sh u ts u s u r u y o r i k a w a sp m u sh i r o i e n i i t a i
BASIC5000_0554,0554,目前に迫った試験のことが、彼の心に大きく広がった。,もくぜんにせまったしけんのことが、かれのこころにおーきくひろがった,m o k u z e N n i s e m a q t a sh i k e N n o k o t o g a sp k a r e n o k o k o r o n i o: k i k u h i r o g a q t a
BASIC5000_0555,0555,駐仏日本大使は誰だか知っていますか。,ちゅーふつにほんたいしわだれだかしっていますか,ch u: f u ts u n i h o N t a i sh i w a d a r e d a k a sh i q t e i m a s u k a
BASIC5000_0556,0556,今晩ホテルの部屋がとれるでしょうか。,こんばんほてるのへやがとれるでしょーか,k o N b a N h o t e r u n o h e y a g a t o r e r u d e sh o: k a
BASIC5000_0557,0557,私自身は、ユーフォーを一度も見たことがない。,わたしじしんわ、ゆーふぉーをいちどもみたことがない,w a t a sh i j i sh i N w a sp y u: f o: o i ch i d o m o m i t a k o t o g a n a i
BASIC5000_0558,0558,船が転覆し、大勢の乗客が、海に投げ出された。,ふねがてんぷくし、おーぜーのじょーきゃくが、うみになげだされた,f u n e g a t e N p u k u sh i sp o: z e: n o j o: ky a k u g a sp u m i n i n a g e d a s a r e t a
BASIC5000_0559,0559,危険を避けて、安全に生きるのが生存本能でしょうか。,きけんをさけて、あんぜんにいきるのがせーぞんほんのーでしょーか,k i k e N o s a k e t e sp a N z e N n i i k i r u n o g a s e: z o N h o N n o: d e sh o: k a
BASIC5000_0560,0560,今時、年功序列だなんて言っても、若い奴の反発を食うだけですよ。,いまどき、ねんこーじょれつだなんていっても、わかいやつのはんぱつをくーだけですよ,i m a d o k i sp n e N k o: j o r e ts u d a n a N t e i q t e m o sp w a k a i y a ts u n o h a N p a ts u o k u: d a k e d e s u y o
BASIC5000_0561,0561,右わき腹を下にして、横になってください。,みぎわきばらをしたにして、よこになってください,m i g i w a k i b a r a o sh i t a n i sh i t e sp y o k o n i n a q t e k u d a s a i
BASIC5000_0562,0562,船は、乗務員全員を乗せたまま、沈没した。,ふねわ、じょーむいんぜんいんをのせたまま、ちんぼつした,f u n e w a sp j o: m u i N z e N i N o n o s e t a m a m a sp ch i N b o ts u sh i t a
BASIC5000_0563,0563,船の姿は、水平線の向こうへと見えなくなった。,ふねのすがたわ、すいへーせんのむこーえとみえなくなった,f u n e n o s u g a t a w a sp s u i h e: s e N n o m u k o: e t o m i e n a k u n a q t a
BASIC5000_0564,0564,船に乗っている事は、溺れるという冒険を伴って、牢獄の中にいるのと同じである。,ふねにのっていることわ、おぼれるとゆーぼーけんをともなって、ろーごくのなかにいるのとおなじである,f u n e n i n o q t e i r u k o t o w a sp o b o r e r u t o y u: b o: k e N o t o m o n a q t e sp r o: g o k u n o n a k a n i i r u n o t o o n a j i d e a r u
BASIC5000_0565,0565,船で旅行するのは、車で旅行するよりも時間がかかる。,ふねでりょこーするのわ、くるまでりょこーするよりもじかんがかかる,f u n e d e ry o k o: s u r u n o w a sp k u r u m a d e ry o k o: s u r u y o r i m o j i k a N g a k a k a r u
BASIC5000_0566,0566,何冊かの新刊書を、アメリカに注文した。,なんさつかのしんかんしょを、あめりかにちゅーもんした,n a N s a ts u k a n o sh i N k a N sh o o sp a m e r i k a n i ch u: m o N sh i t a
BASIC5000_0567,0567,声を聞いて、すぐジェーンだと分かった。,こえをきーて、すぐじぇーんだとわかった,k o e o k i: t e sp s u g u j e: N d a t o w a k a q t a
BASIC5000_0568,0568,値札を取りはずしていただけますか。,ねふだをとりはずしていただけますか,n e f u d a o t o r i h a z u sh i t e i t a d a k e m a s u k a
BASIC5000_0569,0569,ゆっくりでも、着実にやってゆけば、勝負には勝つ。,ゆっくりでも、ちゃくじつにやってゆけば、しょーぶにわかつ,y u q k u r i d e m o sp ch a k u j i ts u n i y a q t e y u k e b a sp sh o: b u n i w a k a ts u
BASIC5000_0570,0570,民生用・産業用を含めて、ゴミのかさをコンパクト化する機器の、今後の市場成長性が、法制度の動向と関連して、注目される。,みんせーよー、さんぎょーよーをふくめて、ごみのかさをこんぱくとかするききの、こんごのしじょーせーちょーせーが、ほーせーどのどーこーとかんれんして、ちゅーもくされる,m i N s e: y o: sp s a N gy o: y o: o f u k u m e t e sp g o m i n o k a s a o k o N p a k u t o k a s u r u k i k i n o sp k o N g o n o sh i j o: s e: ch o: s e: g a sp h o: s e: d o n o d o: k o: t o k a N r e N sh i t e sp ch u: m o k u s a r e r u
BASIC5000_0571,0571,ゆみこはこの前の６月に、子供時代の友人と結婚した。,ゆみこわこのまえのろくがつに、こどもじだいのゆーじんとけっこんした,y u m i k o w a k o n o m a e n o r o k u g a ts u n i sp k o d o m o j i d a i n o y u: j i N t o k e q k o N sh i t a
BASIC5000_0572,0572,ハバロフスク市が、極東ロシアで大都会の一つです。,はばろふすくしが、きょくとー、ろしあでだいとかいのひとつです,h a b a r o f u s u k u sh i g a sp ky o k u t o: sp r o sh i a d e d a i t o k a i n o h i t o ts u d e s u
BASIC5000_0573,0573,身命をかけて職務を実践し、すべての警察官の心に火をともしてくれました。,しんめーをかけてしょくむをじっせんし、すべてのけーさつかんのこころにひをともしてくれました,sh i N m e: o k a k e t e sh o k u m u o j i q s e N sh i sp s u b e t e n o k e: s a ts u k a N n o k o k o r o n i h i o t o m o sh i t e k u r e m a sh i t a
